Part Number▲▼;Product Image;Voltage▲▼;Capacitance▲▼;Dielectric▲▼;Lead Spacing(mm/inch)▲▼;Lead Style▲▼;Packaging▲▼;Image path
WE095162WJ25238BJ1;Enlarge;14000;2500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WE110250WJ47238BJ1;Enlarge;14000;4700;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WE135285WN50238BJ1;Enlarge;18000;5000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF095162WJ10238BJ1;Enlarge;14000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF095162WJ15236BJ1;Enlarge;14000;1500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF095162WJ15238BJ1;Enlarge;14000;1500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF095162WJ20138BF1;Enlarge;14000;200;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF095162WJ20238BJ1;Enlarge;14000;2000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF095162WJ25238BJ1;Enlarge;14000;2500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF095162WJ40136BG1;Enlarge;14000;400;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF095162WJ40138BG1;Enlarge;14000;400;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF095187WJ10238BH1;Enlarge;14000;1000;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF095220WF50236BJ1;Enlarge;12000;5000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF095220WF50238BJ1;Enlarge;12000;5000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF110250WJ47238BJ1;Enlarge;14000;4700;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF110250WJ50236BJ1;Enlarge;14000;5000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF110250WJ50238BJ1;Enlarge;14000;5000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF125300BH10338BJ1;Enlarge;10000;10000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF125300WJ76238BJ1;Enlarge;14000;7600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF125405WJ10338BJ1;Enlarge;14000;10000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF125420WN76236BJ1;Enlarge;18000;7600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF125420WN76238BJ1;Enlarge;18000;7600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF135218WL40238BJ1;Enlarge;16000;4000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF135242BQ25236BJ1;Enlarge;25000;2500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF135242BQ25238BJ1;Enlarge;25000;2500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF135242WP30238BJ1;Enlarge;20000;5000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF135250WL50236BJ1;Enlarge;16000;5000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF135250WL50238BJ1;Enlarge;16000;5000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF135265BH88236BJ1;Enlarge;10000;8800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF135272WL60236BJ1;Enlarge;16000;6000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF135272WL60238BJ1;Enlarge;16000;6000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF135285WP50236BJ1;Enlarge;20000;5000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF135285WP50238BJ1;Enlarge;20000;5000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF135285WP50238BJ3;Enlarge;20000;5000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF135373BQ50238BJ1;Enlarge;25000;5000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF165270WJ75238BJ1;Enlarge;14000;7500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF165270WL76238BJ1;Enlarge;16000;7600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF165278WP60238BJ1;Enlarge;20000;6000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF165335WL10336BJ1;Enlarge;16000;10000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF165335WL10338BJ1;Enlarge;16000;10000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF165336WP76238BJ1;Enlarge;20000;7600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF165336WQ75233BJ1;Enlarge;22500;7500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF165336WQ75236BJ1;Enlarge;22500;7500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF165336WQ75238BJ1;Enlarge;22500;7500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF165336WQ752A3BJ1;Enlarge;22500;7500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF165380WQ75236BJ1;Enlarge;22500;7500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF165380WQ75238BJ1;Enlarge;22500;7500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WF165420WN10338BJ1;Enlarge;18000;10000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WI050100WE10238BJ1;Enlarge;11000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22166.png
WI050100WE12238BJ1;Enlarge;11000;1200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22166.png
WI050100WE15238BJ1;Enlarge;11000;1500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22166.png
WI050100WE20238BJ1;Enlarge;11000;2000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22166.png
WI050100WE80138BJ1;Enlarge;11000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22166.png
WI085175WJ22238BJ1;Enlarge;14000;2200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22166.png
WI085215WJ10238BH1;Enlarge;14000;1000;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22166.png
WI085260WJ47238BJ1;Enlarge;14000;4700;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22166.png
WI106266WL50236BJ1;Enlarge;16000;5000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22147.png
WI106266WP40236BJ1;Enlarge;20000;4000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22147.png
WI106266WP40236BJ2;Enlarge;20000;4000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22147.png
WI106266WP40238BJ1;Enlarge;20000;4000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22147.png
WI140266WJ10336BJ1;Enlarge;14000;10000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22132.png
WI140266WJ10336BJ2;Enlarge;14000;10000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22132.png
WI140266WQ75236BJ2;Enlarge;22500;7500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22132.png
WI140286XE10336BJ1;Enlarge;17500;10000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22147.png
WI140316WQ75236BJ4;Enlarge;22500;7500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22132.png
WI140376WP10336BJ1;Enlarge;20000;10000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22132.png
WX095162WJ10138BF1;Enlarge;14000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WX095162WJ10238BJ1;Enlarge;14000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WX095162WJ15236BJ1;Enlarge;14000;1500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WX095162WJ15238BJ1;Enlarge;14000;1500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WX095162WJ20138BF1;Enlarge;14000;200;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WX095162WJ20238BJ1;Enlarge;14000;2000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WX095162WJ25236BJ1;Enlarge;14000;2500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WX095162WJ25238BJ1;Enlarge;14000;2500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WX095162WJ40138BG1;Enlarge;14000;400;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WX095187WJ10238BH1;Enlarge;14000;1000;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WX095220WF50238BJ1;Enlarge;12000;5000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WX110250WJ47238BJ1;Enlarge;14000;4700;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WX110250WJ50238BJ1;Enlarge;14000;5000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WX135242WP30238BJ1;Enlarge;20000;3000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WZ110258BH47238BJ1;Enlarge;10000;4700;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WZ125178BH30236BJ1;Enlarge;10000;3000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WZ135285WP50236BJ1;Enlarge;20000;5000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22131.png
WZ140376WT75236BJ1;Enlarge;27000;7500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22132.png
