Part Number▲▼;Product Image;Description▲▼;Voltage▲▼;Capacitance▲▼;Dielectric▲▼;Lead Spacing(mm/inch)▲▼;Packaging▲▼;Lead Style▲▼;Image path
S682Z39Y5VN6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;6800;Y5V;5 mm / 0.200 inch;Ammo;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S682Z47Y5VP63K7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;6800;Y5V;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S682Z59Y5VR63K7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;6800;Y5V;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S750K25S3NN63L6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;75;S3N;6.35 mm / 0.250 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S751K29Y5PN63K6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;750;Y5P;6.35 mm / 0.250 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S751K29Y5PN63L6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;750;Y5P;6.35 mm / 0.250 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S820J29SL0N63J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;82;SL0;5 mm / 0.200 inch;Bulk;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S820J29SL0N65J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;82;SL0;5 mm / 0.200 inch;Bulk;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S820J29SL0N6TJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;82;SL0;5 mm / 0.200 inch;Reel;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S820J29SL0N6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;82;SL0;5 mm / 0.200 inch;Ammo;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S820J33SL0P63K5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;82;SL0;5 mm / 0.200 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S820J33SL0P6TK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;82;SL0;5 mm / 0.200 inch;Reel;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S820J33SL0P6UK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;82;SL0;5 mm / 0.200 inch;Ammo;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S820K25S3NN63L6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;82;S3N;6.35 mm / 0.250 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S820K29SL0N63J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;82;SL0;5 mm / 0.200 inch;Bulk;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S820K29SL0N6TJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;82;SL0;5 mm / 0.200 inch;Reel;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S820K29SL0N6TK6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;82;SL0;6.35 mm / 0.250 inch;Reel;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S820K29SL0N6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;82;SL0;5 mm / 0.200 inch;Ammo;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S820K33SL0P6TK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;82;SL0;5 mm / 0.200 inch;Reel;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S820K33SL0P6UK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;82;SL0;5 mm / 0.200 inch;Ammo;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S821K29X7RN63L6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;820;X7R;6.35 mm / 0.250 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S821K29X7RN6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;820;X7R;5 mm / 0.200 inch;Ammo;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S821K29Y5PN63J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;820;Y5P;5 mm / 0.200 inch;Bulk;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S821K29Y5PN65J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;820;Y5P;5 mm / 0.200 inch;Bulk;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S821K29Y5PN6TJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;820;Y5P;5 mm / 0.200 inch;Reel;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S821K29Y5PN6TL6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;820;Y5P;6.35 mm / 0.250 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S821K29Y5PN6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;820;Y5P;5 mm / 0.200 inch;Ammo;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S821K29Y5PN6UK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;820;Y5P;5 mm / 0.200 inch;Ammo;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S821K33X5FN6TJ7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;820;X5F;7.5 mm / 0.300 inch;Reel;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S821K33Y5PP63K5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;820;Y5P;5 mm / 0.200 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
VKO102KCQCB0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO102KCQCD0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO102KCQCF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;BULK;straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO102KCQCRCKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Reel;straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO102KCQTC0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO102KCQTCRKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Reel;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO102KCQYC0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Bulk;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO102MCQCF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO102MCQCRAKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO102MCQCRCKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO102MCQTC0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO102MCQTE0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;10 mm / 0.400 inch;BULK;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO102MCQYCRKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Reel;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO152KCQCD0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1500;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO152KCQTC0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1500;Y5U;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO152MCQCLAKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1500;Y5U;7.5 mm / 0.300 inch;Ammo;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO152MCQCRAKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1500;Y5U;7.5 mm / 0.300 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO152MCQEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1500;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO152MCQYCRKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1500;Y5U;7.5 mm / 0.300 inch;Reel;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO222KCQCD0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);2200;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO222KCQTC0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);2200;Y5U;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO222MCQCB0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);2200;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO222MCQCF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);2200;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO222MCQDF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);2200;Y5U;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO222MCQDJ0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);2200;Y5U;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO222MCQTCRKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);2200;Y5U;7.5 mm / 0.300 inch;Reel;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO222MCQTE0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);2200;Y5U;10 mm / 0.400 inch;BULK;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO222MCQYD0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);2200;Y5U;7.5 mm / 0.300 inch;Bulk;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO222MCQYLCKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);2200;Y5U;7.5 mm / 0.300 inch;Ammo;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO332MCQCF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO332MCQCLAKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;7.5 mm / 0.300 inch;Ammo;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO332MCQCRAKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;7.5 mm / 0.300 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO332MCQTC0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO332MCQYC0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;7.5 mm / 0.300 inch;Bulk;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO332MCQYLCKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;7.5 mm / 0.300 inch;Ammo;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO472KCQCB0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO472KCQCD0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO472KCQTC0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO472MCQCF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO472MCQCREKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO472MCQCRUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO472MCQDRUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;10 mm / 0.400 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKO472MCQTE0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;10 mm / 0.400 inch;BULK;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKP102KCQEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22203.png
VKP102KCQERUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP102MCQDB0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP102MCQDF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP102MCQDJ0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP102MCQDRTKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;10 mm / 0.400 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP102MCQDRUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;10 mm / 0.400 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP102MCQDRYKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;10 mm / 0.400 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP102MCQED0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP102MCQEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP102MCQEH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP102MCQEJ0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP102MCQERUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP102MCQQH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Bulk;Snap-In;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP102MCQTERKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Reel;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP102MCQTH0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP102MCQYRDKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;10 mm / 0.400 inch;Reel;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP102MCQYREKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1000;Y5U;12.5 mm / 0.500 inch;Reel;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP152KCQED0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP152KCQEJ0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP152KCQTF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;10 mm / 0.400 inch;BULK;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP152MCQDF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP152MCQDRTKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;10 mm / 0.400 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP152MCQDRUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;10 mm / 0.400 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP152MCQEF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;12.5 mm / 0.500 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/22205.png
VKP152MCQERUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 760 VAC, Class Y1, 500 VAC;760  (X1) 500  (Y1);1500;Y5U;12.5 mm / 0.500 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/22205.png
