Part Number▲▼,Product Image,Package▲▼,Dimensions(mm)▲▼,Carrier Frequency(kHz)▲▼,AGC▲▼,Transmission DistanceTyp.(m)▲▼,Detection Threshold /Sensitivity Typ.▲▼,Half ViewingAngle(°)▲▼,Supply CurrentTyp.(mA)▲▼,Pinning▲▼,Recommended for RemoteControl Code▲▼,Application▲▼,Mounting▲▼,Image path
TSOP33436,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",RC-5,Remote control,Leaded,image/ir-receiver-modules/82663.png
TSOP33436,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",RC-6,Remote control,Leaded,image/ir-receiver-modules/82663.png
TSOP33436,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Panasonic,Remote control,Leaded,image/ir-receiver-modules/82663.png
TSOP33436DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",RC-5,Remote control,SMD,image/ir-receiver-modules/82889.png
TSOP33436DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",RC-6,Remote control,SMD,image/ir-receiver-modules/82889.png
TSOP33436DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Panasonic,Remote control,SMD,image/ir-receiver-modules/82889.png
TSOP33438,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",NEC,Remote control,Leaded,image/ir-receiver-modules/82663.png
TSOP33438,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Sharp,Remote control,Leaded,image/ir-receiver-modules/82663.png
TSOP33438,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Mitsubishi,Remote control,Leaded,image/ir-receiver-modules/82663.png
TSOP33438DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",NEC,Remote control,SMD,image/ir-receiver-modules/82889.png
TSOP33438DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Sharp,Remote control,SMD,image/ir-receiver-modules/82889.png
TSOP33438DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Mitsubishi,Remote control,SMD,image/ir-receiver-modules/82889.png
TSOP33440,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82663.png
TSOP33440DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82889.png
TSOP33456,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Thomson RCA,Remote control,Leaded,image/ir-receiver-modules/82663.png
TSOP33456DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Thomson RCA,Remote control,SMD,image/ir-receiver-modules/82889.png
TSOP33530,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82742.png
TSOP33530DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82888.png
TSOP33533,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82742.png
TSOP33533DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82888.png
TSOP33536,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82742.png
TSOP33536DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82888.png
TSOP33538,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82742.png
TSOP33538DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82888.png
TSOP33540,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82742.png
TSOP33540DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82888.png
TSOP33556,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82742.png
TSOP33556DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82888.png
TSOP34130,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,30,AGC1,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82490.png
TSOP34133,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,33,AGC1,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82490.png
TSOP34136,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,36,AGC1,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82490.png
TSOP34138,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,38,AGC1,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82490.png
TSOP34140,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,40,AGC1,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82490.png
TSOP34156,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,56,AGC1,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82490.png
TSOP34330,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,30,AGC3,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82490.png
TSOP34333,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,33,AGC3,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82490.png
TSOP34336,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,36,AGC3,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",MCIR,Remote control,Leaded,image/ir-receiver-modules/82490.png
TSOP34336,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,36,AGC3,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",RCMM,Remote control,Leaded,image/ir-receiver-modules/82490.png
TSOP34338,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,38,AGC3,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",RECS-80 Code,Remote control,Leaded,image/ir-receiver-modules/82490.png
TSOP34338,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,38,AGC3,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",r-map,Remote control,Leaded,image/ir-receiver-modules/82490.png
TSOP34338,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,38,AGC3,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",XMP,Remote control,Leaded,image/ir-receiver-modules/82490.png
TSOP34340,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,40,AGC3,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82490.png
TSOP34356,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,56,AGC3,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82490.png
TSOP34430,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,30,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82489.png
TSOP34433,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,33,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82489.png
TSOP34436,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,36,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",RC-5,Remote control,Leaded,image/ir-receiver-modules/82489.png
TSOP34436,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,36,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",RC-6,Remote control,Leaded,image/ir-receiver-modules/82489.png
TSOP34436,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,36,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Panasonic,Remote control,Leaded,image/ir-receiver-modules/82489.png
TSOP34438,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",NEC,Remote control,Leaded,image/ir-receiver-modules/82489.png
TSOP34438,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Sharp,Remote control,Leaded,image/ir-receiver-modules/82489.png
TSOP34438,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Mitsubishi,Remote control,Leaded,image/ir-receiver-modules/82489.png
TSOP34440,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,40,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82489.png
TSOP34456,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,56,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Thomson RCA,Remote control,Leaded,image/ir-receiver-modules/82489.png
TSOP34530,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,30,AGC5,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82490.png
TSOP34533,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,33,AGC5,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82490.png
TSOP34536,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,36,AGC5,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82490.png
TSOP34538,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,38,AGC5,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82490.png
TSOP34540,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,40,AGC5,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82490.png
TSOP34556,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,56,AGC5,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82490.png
TSOP34830,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,30,AGC2,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82489.png
TSOP34833,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,33,AGC2,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82489.png
TSOP34836,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,36,AGC2,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82489.png
TSOP34838,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,38,AGC2,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82489.png
TSOP34840,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,40,AGC2,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82489.png
TSOP34856,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,56,AGC2,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82489.png
TSOP34G36,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,36,,30,0.15,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",RCMM,Remote control,Leaded,image/ir-receiver-modules/82903.png
TSOP34S40F,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,40,AGC-S,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS","Sony 12 bit, 15 bit, and 20 bit IR-codes",,Leaded,image/ir-receiver-modules/82669.png
TSOP36130,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,30,AGC1,26,0.1,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82567.png
TSOP36133,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,33,AGC1,26,0.1,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82567.png
TSOP36136,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,36,AGC1,26,0.1,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82567.png
TSOP36138,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,38,AGC1,26,0.1,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82567.png
TSOP36140,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,40,AGC1,26,0.1,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82567.png
TSOP36156,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,56,AGC1,26,0.1,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82567.png
TSOP36230,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,30,AGC2,30,0.08,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82568.png
TSOP36233,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,33,AGC2,30,0.08,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82568.png
TSOP36236,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,36,AGC2,30,0.08,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82568.png
TSOP36238,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,38,AGC2,30,0.08,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82568.png
TSOP36240,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,40,AGC2,30,0.08,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82568.png
TSOP36256,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,56,AGC2,30,0.08,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82568.png
TSOP36330,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,30,AGC3,26,0.1,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82567.png
TSOP36333,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,33,AGC3,26,0.1,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82567.png
TSOP36336,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,36,AGC3,26,0.1,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",MCIR,Remote control,SMD,image/ir-receiver-modules/82567.png
TSOP36336,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,36,AGC3,26,0.1,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",RCMM,Remote control,SMD,image/ir-receiver-modules/82567.png
TSOP36338,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,38,AGC3,26,0.1,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",RECS-80 Code,Remote control,SMD,image/ir-receiver-modules/82567.png
TSOP36338,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,38,AGC3,26,0.1,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",r-map,Remote control,SMD,image/ir-receiver-modules/82567.png
TSOP36338,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,38,AGC3,26,0.1,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",XMP,Remote control,SMD,image/ir-receiver-modules/82567.png
TSOP36340,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,40,AGC3,26,0.1,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82567.png
TSOP36356,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,56,AGC3,26,0.1,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82567.png
TSOP36430,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,30,AGC4,30,0.08,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82568.png
TSOP36433,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,33,AGC4,30,0.08,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82568.png
TSOP36436,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,36,AGC4,30,0.08,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",RC-5,Remote control,SMD,image/ir-receiver-modules/82568.png
TSOP36436,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,36,AGC4,30,0.08,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",RC-6,Remote control,SMD,image/ir-receiver-modules/82568.png
TSOP36436,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,36,AGC4,30,0.08,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",Panasonic,Remote control,SMD,image/ir-receiver-modules/82568.png
TSOP36438,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,38,AGC4,30,0.08,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",NEC,Remote control,SMD,image/ir-receiver-modules/82568.png
TSOP36438,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,38,AGC4,30,0.08,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",Sharp,Remote control,SMD,image/ir-receiver-modules/82568.png
TSOP36438,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,38,AGC4,30,0.08,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",Mitsubishi,Remote control,SMD,image/ir-receiver-modules/82568.png
TSOP36440,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,40,AGC4,30,0.08,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82568.png
TSOP36456,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,56,AGC4,30,0.08,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",Thomson RCA,Remote control,SMD,image/ir-receiver-modules/82568.png
TSOP36530,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,30,AGC5,26,0.1,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82567.png
TSOP36533,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,33,AGC5,26,0.1,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82567.png
TSOP36536,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,36,AGC5,26,0.1,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82567.png
TSOP36538,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,38,AGC5,26,0.1,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82567.png
TSOP36540,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,40,AGC5,26,0.1,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82567.png
TSOP36556,Enlarge,Panhead,7.5 W x 5.3 H x 4.0 D,56,AGC5,26,0.1,± 50,0.35,"1 = GND, 2 = N.C., 3 = VS, 4 = OUT",,Remote control,SMD,image/ir-receiver-modules/82567.png
TSOP37236,Enlarge,Belobog,3.95 W x 3.95 H x 0.8 D,36,AGC2,18,0.2,± 75,0.35,"1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS",,Remote control,SMD,image/ir-receiver-modules/82599.png
TSOP37236H,Enlarge,Belobog shield,4.3 W x 4.3 H x 1.0 D,36,AGC2,18,0.2,± 75,0.35,"1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS",,Remote control,SMD,image/ir-receiver-modules/82622.png
TSOP37238,Enlarge,Belobog,3.95 W x 3.95 H x 0.8 D,38,AGC2,18,0.2,± 75,0.35,"1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS",,Remote control,SMD,image/ir-receiver-modules/82599.png
TSOP37238H,Enlarge,Belobog shield,4.3 W x 4.3 H x 1.0 D,38,AGC2,18,0.2,± 75,0.35,"1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS",,Remote control,SMD,image/ir-receiver-modules/82622.png
TSOP37240,Enlarge,Belobog,3.95 W x 3.95 H x 0.8 D,40,AGC2,18,0.2,± 75,0.35,"1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS",,Remote control,SMD,image/ir-receiver-modules/82599.png
TSOP37240H,Enlarge,Belobog shield,4.3 W x 4.3 H x 1.0 D,40,AGC2,18,0.2,± 75,0.35,"1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS",,Remote control,SMD,image/ir-receiver-modules/82622.png
TSOP37256,Enlarge,Belobog,3.95 W x 3.95 H x 0.8 D,56,AGC2,18,0.2,± 75,0.35,"1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS",,Remote control,SMD,image/ir-receiver-modules/82599.png
TSOP37256H,Enlarge,Belobog shield,4.3 W x 4.3 H x 1.0 D,56,AGC2,18,0.2,± 75,0.35,"1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS",,Remote control,SMD,image/ir-receiver-modules/82622.png
TSOP37333,Enlarge,Belobog,3.95 W x 3.95 H x 0.8 D,33,AGC3,15,0.25,± 75,0.35,"1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS",,Remote control,SMD,image/ir-receiver-modules/82446.png
TSOP37336,Enlarge,Belobog,3.95 W x 3.95 H x 0.8 D,36,AGC3,15,0.25,± 75,0.35,"1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS",MCIR,Remote control,SMD,image/ir-receiver-modules/82446.png
TSOP37336,Enlarge,Belobog,3.95 W x 3.95 H x 0.8 D,36,AGC3,15,0.25,± 75,0.35,"1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS",RCMM,Remote control,SMD,image/ir-receiver-modules/82446.png
TSOP37336H,Enlarge,Belobog shield,4.3 W x 4.3 H x 1.0 D,36,AGC3,15,0.25,± 75,0.35,"1 = OUT; 2, 3, 6, 7, 8 = GND; 4, 5 = VS",MCIR,Remote control,SMD,image/ir-receiver-modules/82643.png
TSOP37336H,Enlarge,Belobog shield,4.3 W x 4.3 H x 1.0 D,36,AGC3,15,0.25,± 75,0.35,"1 = OUT; 2, 3, 6, 7, 8 = GND; 4, 5 = VS",RCMM,Remote control,SMD,image/ir-receiver-modules/82643.png
TSOP37338,Enlarge,Belobog,3.95 W x 3.95 H x 0.8 D,38,AGC3,15,0.25,± 75,0.35,"1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS",RECS-80 Code,Remote control,SMD,image/ir-receiver-modules/82446.png
TSOP37338,Enlarge,Belobog,3.95 W x 3.95 H x 0.8 D,38,AGC3,15,0.25,± 75,0.35,"1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS",r-map,Remote control,SMD,image/ir-receiver-modules/82446.png
